com.samsung.shealth.exercise.weather,6156001,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
2.0,,2021-02-22 10:58:06.700,46.515594,,,Partly Cloudy,,1,TWC,2021-02-22 11:39:39.700,2021-02-22 11:39:39.695,0,6.6078105,10.0,54,UTC+0200,RHeBeWmk3Z,6eef5b41-4239-7915-a8b9-7a1448c257c2,com.sec.android.app.shealth,,,,2,39b51a01-7f84-c065-4d7e-595eb07d0f15,
0.0,,2020-12-17 13:37:33.080,46.5112,,,Partly Cloudy,,1,TWC,2020-12-17 15:06:07.120,2020-12-17 15:06:07.120,0,6.6037087,9.0,73,UTC+0200,RHeBeWmk3Z,ec3b2a96-9ba4-3316-2182-76ce5305d576,com.sec.android.app.shealth,,,,2,d7240d94-178e-0778-eae8-14118f046efd,
1.0,,2020-12-23 12:29:18.955,46.516247,,,Partly Cloudy,,1,TWC,2020-12-23 12:40:21.564,2020-12-23 12:40:21.564,0,6.6073666,11.0,83,UTC+0200,RHeBeWmk3Z,0f74e81b-67a4-8fdc-c06c-cbc53d79171a,com.sec.android.app.shealth,,,,2,0cc75108-0c31-8b40-f743-2e0bec00ee73,
0.0,,2020-12-02 13:06:13.850,46.516552,,,Mostly Cloudy,,1,TWC,2020-12-02 13:11:14.407,2020-12-02 13:11:14.407,0,6.6063156,3.0,74,UTC+0200,RHeBeWmk3Z,77c2ce8e-e81f-0102-0478-0e0d080febe6,com.sec.android.app.shealth,,,,3,9664f212-c933-7c35-2ff2-07c00a8fd18f,
0.0,,2020-12-31 13:30:50.960,46.515415,,,Rain and Snow,,1,TWC,2020-12-31 14:15:01.711,2020-12-31 14:15:01.711,0,6.6078525,3.0,81,UTC+0200,RHeBeWmk3Z,3818ffb5-e1aa-bb08-b37a-2f9bfc9b6652,com.sec.android.app.shealth,,,,13,f09fa077-354a-8569-e658-d284f9554fb6,
1.0,,2021-01-05 12:11:56.840,46.515266,,,Mostly Cloudy,,1,TWC,2021-01-05 12:44:39.253,2021-01-05 12:44:39.253,0,6.6078253,2.0,76,UTC+0200,RHeBeWmk3Z,017ce2eb-1c27-74aa-b0a6-8635d6555827,com.sec.android.app.shealth,,,,3,d632d4c8-f0a8-3a7b-f16d-80ae75fa5295,
1.0,,2021-01-21 12:34:52.950,46.51543,,,Cloudy,,1,TWC,2021-01-21 13:04:44.728,2021-01-21 13:04:44.728,0,6.6079974,9.0,65,UTC+0200,RHeBeWmk3Z,f15c2a5a-a710-4824-4348-8d472f712f69,com.sec.android.app.shealth,,,,3,d3be73c9-4659-e6be-a33a-06688325cff4,
0.0,,2021-01-24 11:00:07.695,46.51301,,,Rain and Snow,,1,TWC,2021-01-24 11:34:19.018,2021-01-24 11:34:19.018,0,6.6077394,4.0,84,UTC+0200,RHeBeWmk3Z,0ae2e3a0-c6e9-3c29-8212-a8dae49ef359,com.sec.android.app.shealth,,,,13,7430aea3-1995-c1b8-51a4-a124aa9c4515,
1.0,,2021-02-05 12:44:14.181,46.515583,,,Rain,,1,TWC,2021-02-05 12:56:54.814,2021-02-05 12:56:54.814,0,6.6079264,9.0,76,UTC+0200,RHeBeWmk3Z,29ee5e8c-b66f-ae40-3775-8eb99e4c2d75,com.sec.android.app.shealth,,,,5,a4cc859b-a818-1e6f-8851-73fd479cb83f,
1.0,,2020-12-08 11:53:40.730,46.51401,,,Mostly Cloudy,,1,TWC,2020-12-08 12:27:36.095,2020-12-08 12:27:36.095,0,6.60451,4.0,70,UTC+0200,RHeBeWmk3Z,f7fa8162-72a7-23f3-cbe5-db60e2b8f743,com.sec.android.app.shealth,,,,3,483d8128-08eb-3a2d-ad12-69455035f947,
0.0,,2020-12-28 13:31:58.990,46.516804,,,Mostly Cloudy,,1,TWC,2020-12-28 14:08:36.160,2020-12-28 14:08:36.160,0,6.606221,4.0,73,UTC+0200,RHeBeWmk3Z,a441e477-a84a-6ddf-cc64-025ec75d6339,com.sec.android.app.shealth,,,,3,458deb89-cf77-a4f7-09ce-9ce388925ab0,
1.0,,2020-12-19 10:56:46.170,46.661175,,,Mostly Cloudy,,1,TWC,2020-12-19 11:42:08.764,2020-12-19 11:42:08.764,0,6.3261104,5.0,73,UTC+0200,RHeBeWmk3Z,5c2b7f7b-21f4-21bb-fe68-dc499a34ef87,com.sec.android.app.shealth,,,,3,ad94f67b-48bb-991e-ea97-9e1ab79f6703,
1.0,,2021-01-23 12:50:17.320,46.544136,,,Cloudy,,1,TWC,2021-01-23 13:45:34.319,2021-01-23 13:45:34.319,0,6.570554,4.0,74,UTC+0200,RHeBeWmk3Z,15a61e50-f649-1857-ccdc-2303e1eb3334,com.sec.android.app.shealth,,,,3,27a906ec-bea6-3d27-ad80-e5ba9eb133c5,
0.0,,2021-01-23 11:31:00.740,46.516865,,,Rain and Snow,,1,TWC,2021-01-23 11:54:56.466,2021-01-23 11:54:56.466,0,6.6055417,4.0,84,UTC+0200,RHeBeWmk3Z,ea8ddeb7-4563-763e-2b76-acaeb0050f29,com.sec.android.app.shealth,,,,13,99674d0e-0008-90fa-572d-bac314fdf9bc,
0.0,,2020-12-20 15:26:08.116,46.519733,,,Light Rain,,1,TWC,2020-12-20 16:28:37.974,2020-12-20 16:28:37.974,0,6.637345,7.0,87,UTC+0200,RHeBeWmk3Z,8b3ac2e8-b557-4334-7973-7f8f98d677ae,com.sec.android.app.shealth,,,,5,d68bb00b-0745-3ca6-5a74-fc0ec0ec86f0,
1.0,,2021-02-10 11:08:46.730,46.29606,,,Cloudy,,1,TWC,2021-02-10 13:51:35.143,2021-02-10 13:51:35.137,0,7.0557785,-1.0,85,UTC+0200,RHeBeWmk3Z,c2562aaa-455d-60a8-f762-13d6a38b81f9,com.sec.android.app.shealth,,,,3,9940fc1d-b577-9147-180a-fde35b4a5d94,
0.0,,2020-11-30 08:16:40.080,46.520153,,,Mostly Cloudy,,1,TWC,2020-11-30 08:36:08.033,2020-11-30 08:36:08.033,0,6.599001,1.0,83,UTC+0200,RHeBeWmk3Z,a9771a44-4341-c92c-5a5b-bb322ea1d0fa,com.sec.android.app.shealth,,,,3,86175454-2315-a98c-eaba-0f97cc1a0055,
0.0,,2020-12-25 11:35:29.888,47.386013,,,Cloudy,,1,TWC,2020-12-25 12:30:49.643,2020-12-25 12:30:49.643,0,8.521636,2.0,88,UTC+0200,RHeBeWmk3Z,26bb411d-9930-02d1-1bff-9c750a705f12,com.sec.android.app.shealth,,,,3,7dd5dd6a-ab5e-c0b9-1abd-8bd1e63a25f5,
1.0,,2021-01-25 11:59:33.710,46.51532,,,Mostly Cloudy,,1,TWC,2021-01-25 12:29:35.306,2021-01-25 12:29:35.306,0,6.6080856,3.0,70,UTC+0200,RHeBeWmk3Z,607b9fac-5f91-0b52-3af2-e4fa2d79e155,com.sec.android.app.shealth,,,,2,6409750f-c5c3-5eb0-0a71-dcff51372a68,
0.0,,2020-12-19 08:38:39.570,46.516094,,,Partly Cloudy,,1,TWC,2020-12-19 08:48:46.245,2020-12-19 08:48:46.245,0,6.607636,4.0,84,UTC+0200,RHeBeWmk3Z,d17ef784-a141-0cba-5efb-200fa964fb7c,com.sec.android.app.shealth,,,,2,82e2c153-6d17-05f9-a1ba-0f965ab79635,
1.0,,2020-12-22 13:10:23.060,46.516277,,,Partly Cloudy,,1,TWC,2020-12-22 13:51:55.082,2020-12-22 13:51:55.082,0,6.607408,11.0,83,UTC+0200,RHeBeWmk3Z,b0f4b30c-302b-7a26-8d0d-a34e39b81e4e,com.sec.android.app.shealth,,,,2,362c8813-ff45-fe96-5000-5c891acdf9ae,
0.0,,2020-12-25 13:07:02.247,47.377785,,,Cloudy,,1,TWC,2020-12-25 13:30:23.126,2020-12-25 13:30:23.126,0,8.539777,3.0,80,UTC+0200,RHeBeWmk3Z,04c65df2-1dd6-66cd-2f72-6eaa73cc116f,com.sec.android.app.shealth,,,,3,e8474916-4f47-97b5-9d88-084d256b9cdc,
0.0,,2021-01-22 13:00:34.911,46.515167,,,Light Rain,,1,TWC,2021-01-22 13:14:14.341,2021-01-22 13:14:14.341,0,6.6076865,9.0,73,UTC+0200,RHeBeWmk3Z,e43aa56f-d329-7f7d-e43b-0ea778e65645,com.sec.android.app.shealth,,,,6,11fcc5c9-2817-4f6c-6e13-b54305c91f9d,
0.0,,2020-12-10 14:01:41.940,46.515327,,,Cloudy,,1,TWC,2020-12-10 14:32:45.705,2020-12-10 14:32:45.705,0,6.6078334,3.0,84,UTC+0200,RHeBeWmk3Z,019a4465-abc0-3785-fa1e-2ff7e2df0609,com.sec.android.app.shealth,,,,3,98aa159d-e6cc-06fc-2469-5658256542c9,
2.0,,2021-02-22 11:50:07.020,46.515274,,,Partly Cloudy,,1,TWC,2021-02-22 12:02:32.674,2021-02-22 12:02:32.222,0,6.6077714,11.0,51,UTC+0200,RHeBeWmk3Z,bc54d526-8703-8a63-531c-4a5dcb3c4c5b,com.sec.android.app.shealth,,,,2,1afcd0b4-f8f5-35d1-498e-f89d39169b98,
1.0,,2020-12-26 11:27:12.080,47.403923,,,Fair,,1,TWC,2020-12-26 11:39:44.073,2020-12-26 11:39:44.073,0,8.5464735,3.0,59,UTC+0200,RHeBeWmk3Z,7e7f33cf-50bf-51a8-f5f5-f4d8546e5714,com.sec.android.app.shealth,,,,1,0c78dc1b-3f5e-4857-527b-01b6d8554857,
,0,2021-01-04 14:14:15.335,46.511692,,NNE. 20,Partly Cloudy,0,1,TWC,2021-01-04 14:14:15.350,2021-01-04 14:14:15.350,1,6.604733,1.0,79,UTC+0200,vC702BfhH0,4d669169-c590-49f1-a07e-d211312f1105,com.sec.android.app.shealth,km/h,0,14.0,2,2270ca39-c942-4e5a-b389-335d9b5ef715,
0.0,,2020-12-21 12:40:02.530,46.515263,,,Rain Shower,,1,TWC,2020-12-21 13:09:01.744,2020-12-21 13:09:01.744,0,6.607967,6.0,90,UTC+0200,RHeBeWmk3Z,4cb4e55e-8d6a-a048-0a09-29c3d1abb485,com.sec.android.app.shealth,,,,5,fedd7652-823f-2935-84f7-ea82c5641294,
0.0,,2020-12-13 08:22:59.100,46.819508,,,Mostly Cloudy,,1,TWC,2020-12-13 11:52:49.236,2020-12-13 11:52:49.236,0,6.5010815,1.0,84,UTC+0200,RHeBeWmk3Z,2d406375-c963-a784-fd21-808b0d8d70e8,com.sec.android.app.shealth,,,,3,e891cc20-ce7f-5a31-2fc4-4da61a946444,
0.0,,2020-12-25 00:45:31.760,47.383453,,,Cloudy,,1,TWC,2020-12-25 00:59:50.005,2020-12-25 00:59:50.005,0,8.533204,3.0,83,UTC+0200,RHeBeWmk3Z,7ce8a9d7-b669-2fbd-f66f-6843f2e9fcc7,com.sec.android.app.shealth,,,,3,670e27cb-abe1-b031-780a-eff4f08de08b,
2.0,,2021-02-17 12:19:00.560,46.515327,,,Partly Cloudy,,1,TWC,2021-02-17 12:50:33.238,2021-02-17 12:50:33.234,0,6.6079664,12.0,62,UTC+0200,RHeBeWmk3Z,51d44b9a-f20d-c3d6-3407-250a035ce4b9,com.sec.android.app.shealth,,,,2,c6c2de0a-cc72-559b-6c62-36daac6a35a2,
0.0,,2021-01-20 10:21:16.760,46.521263,,,Partly Cloudy,,1,TWC,2021-01-20 10:34:44.970,2021-01-20 10:34:44.970,0,6.568546,5.0,63,UTC+0200,RHeBeWmk3Z,ac808e7f-cafd-95c1-539b-6aff291b3e90,com.sec.android.app.shealth,,,,2,f0c3206b-1c1a-6ea9-75f7-83aeb0e190b1,
0.0,,2020-12-09 12:41:35.901,46.51546,,,Cloudy,,1,TWC,2020-12-09 12:53:30.925,2020-12-09 12:53:30.925,0,6.6078563,3.0,84,UTC+0200,RHeBeWmk3Z,23cf0a04-a3e2-5c25-763b-8f05fed1ccca,com.sec.android.app.shealth,,,,3,94510afd-549e-54b4-a1f1-a4e2ec5c5ab3,
1.0,,2021-02-16 13:58:55.920,47.053783,,,Partly Cloudy,,1,TWC,2021-02-16 14:17:55.781,2021-02-16 14:17:55.693,0,8.310278,11.0,72,UTC+0200,RHeBeWmk3Z,09df4f5e-d87b-c977-cd2c-132bf7d1b708,com.sec.android.app.shealth,,,,2,74f19b41-7ade-a7fb-ee92-4f328fba8cfe,
0.0,,2020-12-26 13:16:05.452,47.35665,,,Fair,,1,TWC,2020-12-26 13:48:16.051,2020-12-26 13:48:16.051,0,8.549161,3.0,54,UTC+0200,RHeBeWmk3Z,854e5677-f685-07cc-88a3-fa45469c0779,com.sec.android.app.shealth,,,,1,2960e065-81da-89e7-d48f-748e3427f547,
1.0,,2020-12-05 10:20:45.940,46.56465,,,Cloudy,,1,TWC,2020-12-05 13:35:22.073,2020-12-05 13:35:22.073,0,6.69163,-1.0,89,UTC+0200,RHeBeWmk3Z,e505d14c-df60-a8e0-b025-c94d97588661,com.sec.android.app.shealth,,,,3,23a3b22d-874d-0965-8664-ecbad365d597,
1.0,,2021-01-09 12:46:12.387,46.51511,,,Partly Cloudy,,1,TWC,2021-01-09 12:57:46.274,2021-01-09 12:57:46.274,0,6.607659,1.0,65,UTC+0200,RHeBeWmk3Z,35b48422-e939-69cf-3a17-ce6ff9ba03a8,com.sec.android.app.shealth,,,,2,09f65c4d-3863-b1f5-ca49-319b5805cc0a,
1.0,,2021-01-26 11:56:35.980,46.515274,,,Partly Cloudy,,1,TWC,2021-01-26 12:27:40.248,2021-01-26 12:27:40.248,0,6.607969,4.0,54,UTC+0200,RHeBeWmk3Z,95d6d26e-76b9-33b5-dc4a-68a7ac6c578e,com.sec.android.app.shealth,,,,2,7d77a1c9-42a9-98d1-1fba-e1b8c2cb2b5d,
1.0,,2021-02-05 12:06:59.860,46.515423,,,Rain,,1,TWC,2021-02-05 12:38:00.620,2021-02-05 12:38:00.620,0,6.6079926,9.0,75,UTC+0200,RHeBeWmk3Z,41f2ccfb-e0a3-18c0-f25c-5c53246ae74a,com.sec.android.app.shealth,,,,5,4ba5719c-7cd2-8c96-3cd8-2b5ccfb88637,
1.0,,2021-02-12 13:30:15.240,46.51562,,,Cloudy,,1,TWC,2021-02-12 13:43:06.242,2021-02-12 13:43:06.149,0,6.6078777,-3.0,75,UTC+0200,RHeBeWmk3Z,e48af923-cb42-7106-304b-f9cb0bea2eee,com.sec.android.app.shealth,,,,3,5b31a19f-1f5d-4f1c-b494-2ad3a904dffd,
0.0,,2020-12-26 17:26:19.613,47.373795,,,Clear,,1,TWC,2020-12-26 17:40:42.035,2020-12-26 17:40:42.035,0,8.538269,1.0,64,UTC+0200,RHeBeWmk3Z,c18c59c9-3d5b-b26d-9d1c-9f1281c00f9d,com.sec.android.app.shealth,,,,18,9a341887-63c4-4f8d-b2a5-2f99153edbe7,
0.0,,2020-12-24 13:00:18.550,47.403496,,,Rain Shower,,1,TWC,2020-12-24 13:51:34.122,2020-12-24 13:51:34.122,0,8.54758,9.0,62,UTC+0200,RHeBeWmk3Z,b7d5b1fb-c91b-2b59-7766-0436cfcd0985,com.sec.android.app.shealth,,,,5,49ac9d10-00fc-934a-0ab2-10293f37db35,
1.0,,2021-01-06 11:18:34.000,46.515194,,,Mostly Cloudy,,1,TWC,2021-01-06 11:46:15.530,2021-01-06 11:46:15.530,0,6.6078067,1.0,71,UTC+0200,RHeBeWmk3Z,a6fe99ee-b96b-f363-1d26-ce862966f150,com.sec.android.app.shealth,,,,3,a406531c-d1b2-62f4-ac54-e59a7a2a48b4,
0.0,,2020-12-20 15:01:35.899,46.521095,,,Showers in the Vicinity,,1,TWC,2020-12-20 15:20:24.635,2020-12-20 15:20:24.635,0,6.636264,7.0,87,UTC+0200,RHeBeWmk3Z,085abaa0-d1e5-8208-f1cf-62a70559f1f4,com.sec.android.app.shealth,,,,3,4c114497-4327-5a41-b580-d9afbb877eb3,
0.0,,2020-12-13 06:33:11.230,46.516575,,,Cloudy,,1,TWC,2020-12-13 06:43:26.258,2020-12-13 06:43:26.258,0,6.6077895,4.0,92,UTC+0200,RHeBeWmk3Z,f71fe6fb-e400-53bc-61ed-d6ec9e2df616,com.sec.android.app.shealth,,,,3,18be2351-5f4d-bace-3c8d-3a1de0d4204c,
1.0,,2020-12-07 12:48:08.005,46.514633,,,Partly Cloudy,,1,TWC,2020-12-07 13:00:18.711,2020-12-07 13:00:18.711,0,6.6070213,5.0,72,UTC+0200,RHeBeWmk3Z,b2c3f5be-158a-bd17-5ecf-e3ccb35ce9a7,com.sec.android.app.shealth,,,,2,a6e291a6-db51-6eee-32ca-84858a1a0946,
2.0,,2021-02-19 12:52:27.100,46.515404,,,Partly Cloudy,,1,TWC,2021-02-19 13:52:43.538,2021-02-19 13:52:43.534,0,6.6078672,13.0,55,UTC+0200,RHeBeWmk3Z,eefee44b-9c56-6cb9-9ea7-c09c9a330c0e,com.sec.android.app.shealth,,,,2,b94deee6-b39e-5f4e-538a-7b23999200bf,
1.0,,2021-02-09 12:40:36.828,46.515587,,,Mostly Cloudy,,1,TWC,2021-02-09 12:53:05.892,2021-02-09 12:53:05.892,0,6.607869,8.0,66,UTC+0200,RHeBeWmk3Z,4408f63f-f61b-f3cb-c096-30ff2871ed9f,com.sec.android.app.shealth,,,,2,56086f31-24c6-aec8-2f1e-54095e2747b8,
1.0,,2020-12-24 11:40:14.945,47.400776,,,Rain Shower,,1,TWC,2020-12-24 11:52:48.222,2020-12-24 11:52:48.222,0,8.544495,10.0,62,UTC+0200,RHeBeWmk3Z,a2dcd630-70b9-f336-eea4-3e553544983a,com.sec.android.app.shealth,,,,5,0c5e18ee-e1c9-0404-92bb-e290ac6c44fd,
0.0,,2021-02-04 18:21:20.040,46.51746,,,Mostly Cloudy,,1,TWC,2021-02-04 18:26:52.026,2021-02-04 18:26:52.026,0,6.628252,7.0,84,UTC+0200,RHeBeWmk3Z,4c0e7d5f-85f8-fb10-c511-0c52489ac238,com.sec.android.app.shealth,,,,19,f1887257-1287-ef78-03ae-71d8b74c597a,
0.0,,2020-12-04 15:29:26.500,46.514458,,,Mostly Cloudy,,1,TWC,2020-12-04 16:08:35.308,2020-12-04 16:08:35.308,0,6.606748,2.0,79,UTC+0200,RHeBeWmk3Z,0f720344-950d-eb3f-1736-234c8ec87a59,com.sec.android.app.shealth,,,,3,6b0861d2-7b2b-c9ba-c8aa-cbb33beeeccc,
1.0,,2021-02-18 08:57:31.870,46.210316,,,Fair,,1,TWC,2021-02-18 11:55:21.642,2021-02-18 11:55:21.632,0,6.143082,4.0,84,UTC+0200,RHeBeWmk3Z,928d4bdc-9678-5aaa-3bbe-294b56b65d3e,com.sec.android.app.shealth,,,,1,4b67e0d8-4c46-c487-49a5-93c97b8c5eea,
0.0,,2021-01-08 16:18:35.790,46.516064,,,Clear,,1,TWC,2021-01-08 17:48:47.057,2021-01-08 17:48:47.057,0,6.6072383,2.0,63,UTC+0200,RHeBeWmk3Z,fca8ecb6-ce41-d975-643a-0463b7dae503,com.sec.android.app.shealth,,,,18,501c74e4-0ee9-daee-20a4-32049a37e63c,
0.0,,2021-02-28 10:46:33.360,45.69436,,,Mostly Cloudy,,1,TWC,2021-02-28 11:10:19.538,2021-02-28 11:10:19.452,0,24.796621,7.0,75,UTC+0300,RHeBeWmk3Z,3740d718-7fb4-fc85-9924-8575403dcef6,com.sec.android.app.shealth,,,,2,ff20a7d3-3d9e-890f-64ce-68e4b75bb356,
1.0,,2021-02-18 07:52:30.410,46.51618,,,Partly Cloudy,,1,TWC,2021-02-18 08:01:11.126,2021-02-18 08:01:11.122,0,6.6077647,8.0,77,UTC+0200,RHeBeWmk3Z,366113da-f516-d5f5-9a9c-4823624f74a8,com.sec.android.app.shealth,,,,2,c69c31b8-c4e3-77f3-5041-eafbde8dd3d5,
1.0,,2021-01-31 11:11:27.030,46.80228,,,Mostly Cloudy,,1,TWC,2021-01-31 12:24:26.452,2021-01-31 12:24:26.452,0,6.471856,3.0,81,UTC+0200,RHeBeWmk3Z,cc3bf495-7c39-44e9-5523-7a8cbc61a9cd,com.sec.android.app.shealth,,,,2,a9c899b6-00e2-97dd-46f5-23d4ec798b5c,
1.0,,2021-01-06 11:53:59.370,46.515644,,,Mostly Cloudy,,1,TWC,2021-01-06 12:06:04.538,2021-01-06 12:06:04.538,0,6.607881,2.0,69,UTC+0200,RHeBeWmk3Z,1984746b-9554-d490-d1bc-4f56222d561f,com.sec.android.app.shealth,,,,3,aac24934-12ca-71d1-f62f-9b825031f315,
0.0,,2020-12-06 12:26:10.980,46.515434,,,Mostly Cloudy,,1,TWC,2020-12-06 13:00:08.994,2020-12-06 13:00:08.994,0,6.608029,3.0,88,UTC+0200,RHeBeWmk3Z,d59279cd-8fbc-4786-d70f-6f35765f1dc7,com.sec.android.app.shealth,,,,3,a24dbbd9-0725-5102-3571-2751900ed6db,
0.0,,2021-01-24 15:58:56.280,46.434494,,,Partly Cloudy,,1,TWC,2021-01-24 16:42:27.409,2021-01-24 16:42:27.409,0,6.946654,-2.0,58,UTC+0200,RHeBeWmk3Z,6ba2a734-8d0a-6211-da38-4d1432f1b6a4,com.sec.android.app.shealth,,,,2,4ec14bb3-a0b0-839d-73f9-c8697d6b69b9,
1.0,,2021-01-16 11:41:54.750,46.51912,,,Mostly Cloudy,,1,TWC,2021-01-16 13:15:05.578,2021-01-16 13:15:05.578,0,6.5684595,0.0,72,UTC+0200,RHeBeWmk3Z,3ff5690c-2e85-66e9-d105-6a5e3b11604b,com.sec.android.app.shealth,,,,3,6d33cddf-f60a-7bf1-25b7-278233789fc3,
1.0,,2020-12-16 14:29:55.360,46.515472,,,Mostly Cloudy,,1,TWC,2020-12-16 15:04:08.725,2020-12-16 15:04:08.725,0,6.6079283,5.0,76,UTC+0200,RHeBeWmk3Z,af0e46c8-4abb-f185-8563-5431bc4f5a99,com.sec.android.app.shealth,,,,3,a5f18be6-1f18-a030-7bd2-e0a54ec7fc31,
1.0,,2021-01-31 10:23:34.870,46.81938,,,Cloudy,,1,TWC,2021-01-31 10:59:38.441,2021-01-31 10:59:38.441,0,6.501118,4.0,84,UTC+0200,RHeBeWmk3Z,ae358961-1977-734f-5463-22e8438a4b61,com.sec.android.app.shealth,,,,3,1e4187fb-d5f2-2cfe-a849-90b233e4a278,
1.0,,2021-01-05 12:49:39.884,46.515797,,,Mostly Cloudy,,1,TWC,2021-01-05 13:01:14.944,2021-01-05 13:01:14.944,0,6.6078815,2.0,76,UTC+0200,RHeBeWmk3Z,28436385-d782-0c8c-051b-74d2e19c363b,com.sec.android.app.shealth,,,,3,5d14e005-72e7-c0a4-e6d8-7c8bf402f7e5,
0.0,,2020-12-26 17:49:20.661,47.37035,,,Clear,,1,TWC,2020-12-26 18:22:00.068,2020-12-26 18:22:00.068,0,8.541378,1.0,64,UTC+0200,RHeBeWmk3Z,abc46e05-081c-fa0a-b371-7c2f6d10336a,com.sec.android.app.shealth,,,,18,5b87664b-dca4-b198-95d8-10da4e88f447,
1.0,,2021-02-07 12:55:50.440,46.5154,,,Rain,,1,TWC,2021-02-07 13:25:06.177,2021-02-07 13:25:06.177,0,6.607857,7.0,75,UTC+0200,RHeBeWmk3Z,b3597890-5624-ad54-e0c7-2646ae750fd5,com.sec.android.app.shealth,,,,5,05b4b225-14ab-83f1-1732-a1bfefc388a7,
